account_id,customer_id,account_type,balance,txn_id,txn_date,txn_type,txn_amount,txn_channel
201010,101,Loan,1505.89,1,2022-03-28,Debitt,-201.31,Online
201010,101,Loan,1505.89,2,2022-12-18,Credit,,App
201011,101,Savings,3430.57,3,2023-10-02,,-36.67,Branch
201012,101,Loan,3183.44,4,2023-04-13,Debitt,-29.18,ATM
201020,102,Current,-486.6,6,2023-05-26,Credit,-84.59,Online
201020,102,Current,-486.6,7,2023-09-24,Debit,-33.96,
201020,102,Current,-486.6,8,2024-06-07,Crediit,,Online
201020,102,Current,-486.6,5,2024-08-28,Credit,206.2,Online
201021,102,Savings,786.09,10,2023-01-26,Debit,4.12,
201021,102,Savings,786.09,9,2023-09-12,Credit,200.08,Online
201030,103,Savings,931.36,12,2023-03-22,Debit,17.04,Online
201030,103,Savings,931.36,13,2023-05-27,Debit,10.44,Online
201030,103,Savings,931.36,11,2023-11-24,Credit,999999.99,Online
201031,103,Current,3047.98,18,2023-01-21,Credit,21.23,ATM
201031,103,Current,3047.98,15,2023-06-13,Debit,0,Mobile
201031,103,Current,3047.98,14,2023-07-07,Debitt,18.59,ATM
201031,103,Current,3047.98,17,2023-07-09,Debit,-15.36,Branch
201031,103,Current,3047.98,16,2023-12-14,Debit,59.41,Online
201040,104,Savings,-3777.53,20,2023-02-15,Credit,,Branch
201040,104,Savings,-3777.53,21,2023-03-19,Debit,-162.21,Online
201040,104,Savings,-3777.53,19,2023-08-30,Debit,999999.99,Branch
201041,104,Savings,408.44,25,2023-02-03,Credit,-116.17,Branch
201041,104,Savings,408.44,26,2023-02-15,Debit,-13.39,Branch
201041,104,Savings,408.44,22,2023-04-30,Debit,-299.15,ATM
201041,104,Savings,408.44,23,2023-09-06,Debit,-142.58,ATM
201041,104,Savings,408.44,24,2024-11-30,Credit,472.94,Branch
201050,105,Current,920.87,28,2022-06-29,Credit,103.6,Online
201050,105,Current,920.87,29,2023-06-24,,-17.66,Branch
201050,105,Current,920.87,31,2023-07-09,Credit,0,ATM
201050,105,Current,920.87,27,2023-08-09,Debit,87.04,Branch
201050,105,Current,920.87,30,2023-09-07,Credit,-286.88,ATM
201051,105,Loan,1617.24,33,2023-12-06,Debit,78.7,Branch
201051,105,Loan,1617.24,34,2023-12-20,Credit,0,Online
201051,105,Loan,1617.24,35,2024-07-06,Debit,-62.6,Online
201051,105,Loan,1617.24,32,2024-12-02,Credit,78.46,Branch
201052,105,Current,-2067.87,36,2023-02-21,Credit,0,App
201060,106,Loan,250.66,37,2023-04-08,Debit,300.94,Online
201060,106,Loan,250.66,38,2023-05-23,Debit,-49.52,Online
201060,106,Loan,250.66,41,2023-10-13,Credit,211.43,
201060,106,Loan,250.66,39,2023-10-24,Debit,-22.05,Online
201060,106,Loan,250.66,40,2023-11-28,,22.28,
201070,107,Current,4319.79,44,2023-01-31,Credit,25.02,ATM
201070,107,Current,4319.79,45,2023-02-15,Debit,17.01,Online
201070,107,Current,4319.79,43,2023-04-16,Debit,-499.44,ATM
201070,107,Current,4319.79,42,2023-06-18,Debit,35.47,Online
201071,107,Loan,2445.8,48,2023-02-04,Debit,138.29,ATM
201071,107,Loan,2445.8,46,2023-05-13,Credit,-288.53,
201071,107,Loan,2445.8,47,2023-08-09,,83.71,Branch
201072,107,Current,3497.67,49,2022-03-29,Debitt,60.29,Online
201072,107,Current,3497.67,50,2022-03-31,Debitt,,
201072,107,Current,3497.67,52,2023-11-26,Credit,6.55,Online
201072,107,Current,3497.67,51,2023-11-30,Debit,-302.56,
201080,108,Loan,-582.51,53,2023-02-12,Debit,-40.73,Mobile
201081,108,Loan,1555.33,54,2023-07-25,Credit,73.83,App
201090,109,Current,1397.61,56,2023-01-10,Debit,-162.55,Mobile
201090,109,Current,1397.61,59,2023-08-19,Credit,199.62,ATM
201090,109,Current,1397.61,57,2023-09-16,Credit,-9.68,App
201090,109,Current,1397.61,58,2023-10-28,Debit,44.02,ATM
201090,109,Current,1397.61,55,2023-11-09,Debit,-138.48,Branch
201091,109,Current,-924.66,61,2023-01-19,Debit,-13.82,Online
201091,109,Current,-924.66,60,2023-07-12,Debitt,-208.18,Branch
201091,109,Current,-924.66,63,2023-10-13,,0,ATM
201091,109,Current,-924.66,62,2023-11-02,Credit,177.24,Branch
201091,109,Current,-924.66,64,2023-12-09,Debit,66.67,Online
201092,109,Current,1303.72,68,2023-03-13,Credit,135.52,Branch
201092,109,Current,1303.72,66,2023-04-16,Debit,999999.99,ATM
201092,109,Current,1303.72,65,2023-08-24,Credit,237.81,ATM
201092,109,Current,1303.72,67,2023-11-01,Debit,-39,Branch
201100,110,Savings,1444.35,71,2023-01-16,Credit,,Branch
201100,110,Savings,1444.35,69,2023-07-08,Debit,,Branch
201100,110,Savings,1444.35,70,2024-12-04,Credit,-164.97,ATM
201101,110,Loan,3989.35,72,2023-03-06,Credit,-232.47,ATM
201101,110,Loan,3989.35,73,2023-06-11,Debit,-78.45,ATM
201102,110,Savings,1633.87,75,2022-04-17,Credit,-631.1,Branch
201102,110,Savings,1633.87,74,2022-05-02,Debit,12.95,Branch
201102,110,Savings,1633.87,76,2023-09-10,Debit,0,Branch
201110,111,Current,2158.05,78,2023-01-14,Credit,147.75,ATM
201110,111,Current,2158.05,79,2023-01-30,Debit,68.98,Online
201110,111,Current,2158.05,77,2023-04-11,Debit,239.55,Online
201111,111,Current,1490.32,81,2023-01-31,Debit,0,Online
201111,111,Current,1490.32,82,2023-02-14,Credit,25.58,Online
201111,111,Current,1490.32,80,2023-03-13,Debit,38.39,ATM
201120,112,Current,814.74,83,2023-09-06,Debit,999999.99,Branch
201120,112,Current,814.74,85,2023-09-13,Crediit,-136.5,ATM
201120,112,Current,814.74,84,2024-10-05,Debit,,Online
201121,112,Loan,321.38,86,2023-07-15,Credit,10.82,Branch
201121,112,Loan,321.38,87,2023-10-31,Credit,22.72,App
201130,113,Savings,801.05,92,2023-05-02,Debit,-94.39,Branch
201130,113,Savings,801.05,90,2023-09-29,Credit,16.04,Online
201130,113,Savings,801.05,89,2023-10-21,Credit,22.52,Branch
201130,113,Savings,801.05,91,2023-12-06,Credit,-381.73,Online
201130,113,Savings,801.05,88,2023-12-10,Debit,-368.19,Online
201131,113,Loan,1595.96,93,2022-05-24,Debit,-698.51,ATM
201131,113,Loan,1595.96,94,2023-10-22,Credit,129.99,Branch
201140,114,Current,2573.16,95,2023-07-27,Credit,,ATM
201150,115,Current,3637.98,97,2023-05-05,Debit,66.27,Branch
201150,115,Current,3637.98,96,2023-06-23,Debit,40.56,ATM
201150,115,Current,3637.98,98,2023-09-18,Debit,89.22,Online
201150,115,Current,3637.98,99,2023-12-07,Credit,-37.74,Branch
201150,115,Current,3637.98,100,2024-03-21,Credit,35,Branch
201160,116,Current,204.61,101,2022-11-09,Credit,-114.47,Online
201161,116,Current,-602.92,105,2023-02-14,Credit,-28.69,ATM
201161,116,Current,-602.92,103,2023-08-19,Debit,,App
201161,116,Current,-602.92,104,2023-10-14,Debitt,92.12,ATM
201161,116,Current,-602.92,102,2023-11-22,Credit,999999.99,ATM
201170,117,Savings,-944.18,107,2023-11-11,Credit,-22.13,Online
201170,117,Savings,-944.18,106,2023-12-16,Debit,283.51,ATM
201171,117,Loan,-1279.76,109,2023-09-15,Debit,0,Branch
